video_id,title,published_date,description,publish_date,year,title_length
nDXX6LIJx8A,Is Linux better than Windows?,2022-02-18 17:31:55+00:00,Java Placement Course : https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2022-02-18,2022,29
yUaJCjiPBnY,Career Options after Btech/BE in 2022 | 15 Different Paths,2022-02-15 16:43:35+00:00,Java Placement Course : https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2022-02-15,2022,58
GOiDf1wSMts,C++ or Java | Which coding language to learn?,2022-02-11 18:02:05+00:00,Java Placement Course : https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2022-02-11,2022,45
szhSdCifQgE,How to join ISRO ? | How to become a Scientist in ISRO? Full Information,2022-02-10 16:48:35+00:00,"Complete details about how ISRO hires for ISRO Space Scientist, Engineer, Scientific Assistant and Technical Assistant. A must ...",2022-02-10,2022,72
1NqKgTxJwDQ,Why should you not code?,2022-02-07 17:46:38+00:00,Java Placement Course : https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2022-02-07,2022,24
-DzowlcaUmE,Binary Tree in Data Structures | All about Binary Tree | DSA Course,2022-02-06 03:30:15+00:00,Notes of this Lecture: ...,2022-02-06,2022,67
-DzowlcaUmE,Binary Tree in Data Structures | All about Binary Tree | DSA Course,2022-02-06 03:30:15+00:00,Notes of this Lecture: ...,2022-02-06,2022,67
VmiwbpD-TYc,Core Branch - Should you Learn Coding? | Tech Placement Special,2022-02-04 17:50:00+00:00,Java Placement Course : https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2022-02-04,2022,63
eKqY-oP1d_Y,How to Start Coding? Learn Programming for Beginners,2022-01-25 17:54:00+00:00,"Are you worried about placements/internships? Want to prepare for companies like Microsoft, Amazon & Google? Join ALPHA.",2022-01-25,2022,52
NJUQNWpObkg,Are You an Introvert? Is it good in 2022 ?,2022-01-17 15:56:36+00:00,Java Placement Course: https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2022-01-17,2022,42
D2-puZiUyyI,1 Lesson to learn from Billionaires,2022-01-09 17:27:03+00:00,,2022-01-09,2022,35
ToZSFHUJdHM,What is Coding? How to Learn as Beginner? 2022,2022-01-01 15:58:09+00:00,"Are you worried about placements/internships? Want to prepare for companies like Microsoft, Amazon & Google? Join ALPHA.",2022-01-01,2022,46
RNh8VHc8qkk,All about Digital Marketing | Simply Explained,2021-12-25 15:22:30+00:00,Java Placement Course : https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2021-12-25,2021,46
_T4Y4vbjysE,2 Years of College in 20 Seconds,2021-12-22 16:57:21+00:00,,2021-12-22,2021,32
fYvmhGTfQzs,Elon Musk : The World is NOT Real | Do we live in a Coded Simulation? | The Matrix Special,2021-12-10 16:10:54+00:00,Java Placement Course : https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2021-12-10,2021,90
vLqTf2b6GZw,Python Tutorial for Beginners | Learn Python in 1.5 Hours,2021-12-02 16:36:14+00:00,This video is made with a lot of love from Apna College ❤️ Are you worried about placements/internships? Want to prepare for ...,2021-12-02,2021,57
pCj0Jr-ktp4,How to make a Great Project for Internships &amp; Placements?,2021-11-24 17:37:38+00:00,Hostinger : http://www.hostinger.in/apnacollege They have a Black Friday Sale this week & we have a special 7% discount code ...,2021-11-24,2021,61
P_e_6rL3kgk,How to Make New FRIENDS in College? | 5 Easy Tips,2021-11-13 15:18:51+00:00,Java Placement Course : https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2021-11-13,2021,49
PkJIc5tBRUE,"Sorting in Java | Bubble Sort, Selection Sort &amp; Insertion Sort | Java Placement Course",2021-11-10 15:28:57+00:00,Notes of this Lecture ...,2021-11-10,2021,90
XrAyzuNanZo,How code gets executed in JavaScript? | Lecture 25,2021-10-21 02:30:14+00:00,Java Placement Course : https://www.youtube.com/watch?v=yRpLlJmRo2w&list=PLfqMhTWNBTe3LtFWcvwpqTkUSlB32kJop ...,2021-10-21,2021,50
A4sxvx5NBuk,2 Tips for New Coders | Most Frequent Mistakes,2021-10-20 05:39:42+00:00,,2021-10-20,2021,46
QrFYRTcKXAU,Everything about Arrays | Javascript Lecture 23 | Web Development Course,2021-10-15 18:01:44+00:00,Intro 00:00 What are Arrays? 00:35 How to use array? 01:26 Using Push method 05:07 Using Unshift Method 06:42 Using Pop ...,2021-10-15,2021,72
vCRD36bG8xQ,Strings | Lecture 12 | Java Placement Series,2021-10-08 15:43:20+00:00,Notes to the Lecture ...,2021-10-08,2021,44
18Zt5I4S45o,2D Arrays | Java Complete Placement Course | Lecture 11,2021-09-30 15:39:47+00:00,Notes: https://docs.google.com/document/d/1XkI6549bd-qDvcUC88WuOW0ISPfrtm-Tk06pt_I-89I/edit?usp=sharing Complete C++ ...,2021-09-30,2021,55
QaRxPjoeqL8,"IIT Roorkee College Review 2021 | Admission, Hostel, Placements | In Depth Review",2021-09-20 04:57:50+00:00,Link to the review pdf : https://drive.google.com/file/d/1_aBGBHnQBhfJjW53nfRKx1IqG4sIOFPx/view?usp=sharing Credits for ...,2021-09-20,2021,81
